3686,logat,logat
3687,logodor,kata keluarga atau kelihatannya barang atau binatangg yg panjang dan cukup besar
3688,"logog, ngalogog",melihat-lihat sambil mengangkat kepala agak kedepan
3689,logojo,algojo
3690,logor,"melulur, melicin"
3691,"lohen, diiket lohen",bersetangan kepala dgn cara atau bentuk yg sederhana
3692,"loher, ngaloher",beerbaring-baring atau tiduran tdk ada pekerjaan
3693,lohong,nakal
3694,lohor,tengah hari
3695,loji,kantor serta gudang atau benteng kompeni
3696,"loklok, ngaloklok","burung jenis elang yg berkeliaran malam hari, menelan telur (ayam) mentah sekaligus"
3697,loleng,bahasa mengejek
3698,lolo,kotor
3699,"loloh, ngaloloh","mencari makanan binatang dgn makanan pilihan (ayam aduan, domba aduan, kuda pacuan, dll)"
3700,lolong,buta
3701,lolongkrang,tempat yg lowong atau kosong antara dua bangunan
3702,lolos,"lolos, terlepas dr kurungan atau kepungan"
3703,loma,"akarab, karib"
3704,lomar,setengah kepala
3705,lomari,"almari, lemari"
3706,lomba,lubang yg besar
3707,"lomba, panca lomba","lumba, pertandingan lima jenis cabang atletik"
3708,lombang,lubang yg besar
3709,lompong,daun talas serta gagangnya
3710,loncer,langgar
3711,londok,binatang sejenis tokek
3712,lucur,lacur
3713,luhur kokopan,angkuh
3714,luncat mulang,tak bisa dipegang janjinya
3715,maen,main judi
3716,makaya,mencari nafkah
3717,make,memakai
3718,makung,"menahan orang beberapa waktu utk dipekerjakan,  menambatkan binatan supaya tidak lepas"
3719,malar,mengharapkan agar supaya
3720,mamaos,tembang
3721,mamrih,ada maksud
3722,manahoreng,kata utk menunjukan sesuatu yang tak di sangka-sangka
3723,mangani,makan mewah
3724,mantri ulu-ulu,pegawai pengairan di kecamatan
3725,maos,membaca
3726,mapalangi,menghambat mengganggu
3727,mateni,membunuh
3728,meber-meber totopong heur,mengatur-atur rezeki yang sedikit agar mencukupi
3729,melendung,menggelembung karena ditiup
3730,melenghir,bau sedap yang menyebar
3731,melesed,tergelincir
3732,melet,memasang pekasih
3733,meleteng,lari cepat sekali
3734,mencal,mencil
3735,meneran,kena sasaran
3736,mengangkruk,tidak main sama sekali
3737,mengpet,mengpetan
3738,mengpeun carang,pura-pura tidak tahu
3739,mentangkeun gondewa,merentangkan tali busur
3740,mentelu,kerabat keturunan ketiga
3741,merdik,bebas
3742,meredel,terus melahirkan (anak)
3743,meredong,gelap
3744,merejel,keluar karena ditekan (tapal gigi)
3745,merejih,menetes (benda cair yang agak kental)
3746,merekela,banyak permintaan (anak)
3747,merekenyenyen,bunga jengkol
3748,mereketengteng,regang
3749,mereketetet,tidak (mau) membesar (tanaman)
3750,merekis,banyak isinya (saku)
3751,mereko,mendeko
3752,merelek,terus-terusan menguap
3753,merem jw,agak buta
3754,mere-maweh,"sukata (berderma), mudah mengeluarkan uang (mentraktir)"
3755,merenyeng,mengotot mau pergi karena marah
3756,meresan,beres-beres
3757,merewedeng,keras kepala
3758,meri,itik
3759,merih pati,diperih pati
3760,mertua,mertua
3761,merul,banyak (orang) yang datang
3762,mesem,tersenyum
3763,mesin,mesin
3764,mesum,muram
3765,metafora,metafora
3766,metat,dipakai terus
3767,meteng jw,hamil
3768,metengkeun,membeli anak kerbau dsb yang dl kandungan
3769,meter,meter
3770,metet,penuh sekali (pst kopor dgn pakaian)
3771,metodeu,metode
3772,metra,ubahan dr netra
3773,metung,penuh (piring dgn nasi dsb)
3774,meubeut-meulit,membawa-bawa
3775,"meueus, meueusan",mendingan
3776,meugeus,sudah
3777,meuhpeuy,berbuah banyak (pohon buah-buahan)
3778,"meujeuh, eujeuh",sudah
3779,meujeuhna,sedang (pakaian)
3780,meujeuhna,cukup
3781,"meumeut, kameumeut",kekasih
3782,meungpeung,mungpung
3783,meunyi,ubahan dr meuli
3784,meupeus keuyang,melampiaskan kemarahan kepada orang yang tak bersalah atau barang
3785,meureun,barangkali
3786,meurit,kuman
3787,meusmeus,sebentar-sebentar  meueus
3788,meuting,meutingan
3789,meuweuh,sering sekali terjadi peristiwa yang tidak diharap
3790,mewah,mewah
3791,mewek,menangis
3792,mewok,diam terus di rumah
3793,mi,"emi, emih, nada kedua pd bunyi seni suara (da"
3794,miang,berangkat
3795,miang,pergi
3796,miceun salasah,mengalihkan perhatian yang mengusut
3797,midangdam,berbicara sambil menangis
3798,mihrab,mihrab
3799,miis,tiris
3800,mijah,terus bergerak (anak sedang bermain-main)
3801,mijahkeun,pamijahan
3802,mika,barang tambang yang tahan panas api
3803,mikolot,menganggap seperti kepada orang tua (ibu bapak dsb)
3804,mikra,makro
3805,mikropun,mikropon
3806,mikung,belum dewasa
3807,"mil, mel",mil (ukuran jarak)
3808,mili jw merebes mili,keluar air mata
3809,"miliar, milyar",1000000000
3810,milik,milik
3811,milisi,milisi
3812,militer,militer
3813,miliun,milyun
3814,mim,huruf arab
3815,mimbar,mimbar
3816,mimi,belangkas
3817,mimis,mimis
3818,mimiti,mulai
3819,minang,kependekan dr minangkabau
3820,minangka,"sebagai, agak lebih besar"
3821,minangsaraya,seraya
3822,minantu,menantu
3823,minatu,penatu
3824,mincrak,banyak bergerak waktu bermain-main
3825,minculak,"tidak umum (perilaku, persipatan)"
3826,minda,berganti
3827,mindel,bertutup mulut karena ada hal-hal yang tidak cocok dgn isi hati
3828,mindeng,sering
3829,mindi,nama pohon yang kayunya biasa dipakai bahan rumah
3830,mindo,kedua kali
3831,mindring,mencicil
3832,mineral,barangtambang
3833,"mineus, minus",kurang
3834,minge,"berhenti, beristirahat sebentar"
3835,minggat,melarikan diri
3836,minggig,"sebagian dr urutan, deretan aturan menari"
3837,minggon,mingguan
3838,minggu,ahad
3839,mingkeun,biarkan
3840,mingkin,makin
3841,mingpat,kerabat keturunan keempat  misan
3842,mingsai,singsal
3843,mini,kecil
3844,"minimeum, minimum",paling sedikit
3845,mintul,tumpul
3846,mintur,milu mintur
3847,minum,minuman keras
3848,minut,menit
3849,minyak,minyak
3850,minyak rambut,minyak rambut
3851,mios,pergi
3852,mipis,jeruk mipis
3853,mipit,memetik (buah
3854,"mirad, miraj",mikraj
3855,mirah,murah
3856,miring,miring
3857,miris,"agak takut, mudah-mudahan mendapat rezeki"
3858,mirong,berbuat serong
3859,misil,contoh
3860,miskat,tutup lampu dr kaca macam setolop
3861,miskin,miskin
3862,misri,"pisau-pisauan kecil dr kayu, bambu utk membersihkan kuku dan gigi mayat"
3863,mitembeyan,"mulai, memulai (khusus utk mengetam padi dan membikin jalan)"
3864,mitoha,mertua
3865,mitra,sahabat
3866,mitraliyun,mitraliur
3867,miuk,samiuk
3868,miwah,dan
3869,miyuni,mempunyai sifat
3870,mo (kependekan ?r hamo),tak akan
3871,moa,"nama ikan, sebutan belut"
3872,moai mundur satunjang bea,sedikit pun tak akan mundur pantang mundur
3873,moal,tak akan: - hujan kawasna engke sore mah
3874,mobil,mobil
3875,mobilisasi,mobilisasi
3876,moci,nama sebangsa kue
3877,mocok (jawa),bekerja utk sementara waktu
3878,modal,modal
3879,modang,segi empat di tengah (tengah) setangan kepala yang tidak dibatik
3880,"mode, modeu",mode
3881,model,model
3882,moderen,moderen
3883,modin,modin
3884,modos,melarikan diri
3885,"moe, moekeun",menjemur di bawah sinar matahari
3886,moes,kata utk menandakan tak akan memberikan
3887,mogok,tidak mau bekerja
3888,moha,tidak tahu balas budi
3889,"mohal, pamohalan",mustahil
3890,moheded,jelek (kedudukan)
3891,moheng,memaksa mau dipenuhi permintaannya (anak)
3892,mohong,mehong
3893,mojang,gadis
3894,"mojud, maujud",maujud
3895,mokaha,tak berapa
3896,mokla,"darah, minyak wangi"
3897,mokprok,"dua perkara, lebih berbarengan waktunya"
3898,"mol, emol",mur
3899,mole,mole
3900,"molelel, pait molelel",pahit sekali (kina dsb)
3901,"molohok, olohok","wajah yang merasa heran, kaget"
3902,molongpong,tiada yang mengalangalangi (jalan lurus)
3903,molopos,modos
3904,molor,tidur
3905,molos,modos
3906,"molotok, ngolotok",mudah lepas dr bijinya (rambutan)
3907,momok,kemaluan perempuan
3908,"momong, mongmong, ngamongmong",memanjakan
3909,"momono, momonot",sejenis burung kecil
3910,"momore, ngamomore",meremehkan
3911,momot,muatan
3912,moncorong,"memancarkan cahaya (matahari, tempat berkumpul para mitra)"
3913,mondok,tidur
3914,mones,bagus
3915,monggang,nama suatu perangkat gamelan
3916,mongkleng,poek mongkleng
3917,mongmong,momong
3918,mongplo,gemuk serta cantik
3919,monjoto,monyoto
3920,monogram,monogram
3921,monong,kokod monongeun
3922,monopoii,monopoli
3923,monster,contoh barang (dagangan)
3924,montereng,"montering, mentering"
3925,montir,montir
3926,montok,gemuk
3927,montong,jangan
3928,monyah,ngamonyah-monyah
3929,monyas,cantik
3930,"monyenyeh, kunyinyi",kurus dan pucat
3931,monyet,monyet
3932,mopo,"berhenti berjalan kaki, bekerja karena sudah kehabisan tenaga, karena sangat lelah: mopo memeh nanggung, ngeok memeh dipacok"
3933,mopole,"penghabisan memetik, mengambil buah-buahan, umbi-umbian karena waktu tadi (sebelumnya) belum matang"
3934,moral,moral
3935,moreret,amat sangat (panas matahari)
3936,mores,daun pandan ukuran lebar 2 - 3 milimeter utk membikin (menganyam) topi
3937,"morfin, morpin",morfin
3938,mori,mori
3939,morokododod,merewedeng
3940,morokodokdok,memakai pakaian (baju)
3941,morontod,cepat bertambah-tambah besar dan sehat (anak)
3942,moros,mengundang menak (bangsawan)
3943,morse abjad morse,abjad khusus utk menelegram
3944,mortir,mortir
3945,mosi,mosi
3946,moskel,melarat
3947,mota,mota
3948,motah,marudah
3949,motekar,"melakukan bermacam-macam usaha utk memperbaiki nasib (penghidupan), menambah pengetahuan"
3950,motel,memilih satu persatu menurut ukuran besar-kecilnya
3951,moto,"moto, motto"
3952,motokor,pogor
3953,motor,motor
3954,motoris,motoris
3955,mowande,pasti
3956,moyang,buyut
3957,moyeg,gelisah
3958,moyo,sebutan tuma (kutu) yang sangat kecil
3959,moyodok,sering kalah
3960,muakad,yang lebih penting
3961,mualap,mualap
3962,mualim,mualim
3963,mualip,pengarang
3964,muasal,yang menjadi asal
3965,muat,muat
3966,mubadir,mubazir
3967,mubah,mubazir
3968,"mubaleg, mugalig",mubalig
3969,mubus,bersembunyi
3970,mubyar,memancar (cahaya)
3971,mucekil,banyak
3972,mucicid,spt yang kedinginan
3973,mucung,pucung
3974,"mud, emud",takaran beras
3975,muda,muda
3976,mudal,budal
3977,mudawarah ar,kerudung (haji) perempuan
3978,mudedes,"menderita kemunduran terus-terusan sehingga akhirnya jatuh bangkrut, sudah pembawaannya mencuri"
3979,mudegdeg,merasa tidak enak perut karena tidak keluar angin
3980,mudi,kemudi
3981,mudik,ke udik
3982,mudu,harus
3983,muga,moga
3984,mugen,tidak turut perintah
3985,mugia,semoga
3986,muhajir,muhajir
3987,"muhammad, saw",nama nabi penutup
3988,"muhara, muara",muara
3989,"muhlis, muklis",mukhlis
3990,muhrim,muhrim
3991,"mujaer, mujair",mujair
3992,mujarab,mujarab
3993,mujarad ar,mujarad
3994,mujijat,mujizat
3995,mujur,mujur
3996,muka,buka
3997,mukadam ar,mukadam
3998,mukadimah,"mukadimah, mukadimat"
3999,mukaha,mokaha
4000,mukalap,"mukalap, mukalaf"
4001,mukena,mukenah
4002,mukim,mukim
4003,muklis,mukhlis
4004,mukrim,muhrim
4005,mukti,kaya
4006,"mukukung, murukukung",kembung
4007,mula,mulai dr
4008,"mulamanti, ngamulamantian",berkali-kali memperingatkan
4009,mulan,diam di luar rumah waktu terang bulan
4010,mulan malan,berbulan-bulan
4011,mulang tamba,membalas budi
4012,mulangkeun,mengembalikan
4013,mulas,memberi warna
4014,mulasara,pulasara
4015,mulek,tidak keluar (asap dl ruang tertutup)
4016,"muli, cau muli",pisang yang pohonnya dan buahnya kecil tapi manis
4017,mulia,mulia
4018,mulih,pulang
4019,mulintang,malang-mulinta
4020,mulud,"mulud, maulud"
4021,muluk,sangat tinggi (terbang)
4022,muluk,muluk
4023,muluntu,habis sama sekali semua kepunyaannya
4024,mulus,tiada cacat (barang
4025,"mulya, mulia",mulia
4026,mumbul,"muncul, timbul dr dl ke permukaan air"
4027,mumfarid,"sendiri, menyendiri"
4028,mumin,orang beriman
4029,mumul,tidak mau
4030,"mumule, ngamumule","rnemelihara, memiara"
4031,mumuluk,sarapan
4032,mumunggang,bagian gunung yang menyerupai punggung
4033,mun,"kependekan dr lamun, kalau"
4034,"muna, butamuna ",bodoh sekali
4035,munajat,munajat
4036,munapek,munafik
4037,munara,menara
4038,munasabah,pantas
4039,muncang,kemiri
4040,muncereng,membelalakkan mata sambil marah-marah
4041,muncrut,"lebih dr menceret, mencirit"
4042,muncul,menampakkan diri
4043,"mundel, munel",penting
4044,munding,kerbau
4045,munggaran,mulai
4046,munggeng,di atas
4047,mungguh,adapun
4048,mungkar,mungkar
4049,mungkered,ubahan dr murengked
4050,mungkuk,besar punuk sehingga kuduk hampir tak terlihat
4051,mungpulung,riung-mungpulung  riung
4052,"munjukul, menjekul",agak menonjol (bisul dsb)
4053,munjungan,memberi salam kpd orang tua dgn hormat (sambil berlutut dsb)
4054,munkar jeung nakir,munkar dan nakir
4055,muntab,muntab-muntab
4056,muntah,luntur
4057,muntang,memegang kpd sesuatu agar tidak jatuh
4058,munyung,manyang-munyung
4059,mupakat,mupakat
4060,muput,mengasapi
4061,mur,mur
4062,murad,murad
4063,murang-mareng,atau murang-maring
4064,murbeng,kependekan dr murba ing
4065,murda,kepada
4066,muriang,demam
4067,murid,murid
4068,murjangkung,ubahan dr jan pieterzoon coen
4069,murka,menginginkan yang bukan-bukan
4070,murngkalih,anak kecil
4071,murni,tulen
4072,mursid,mursyid
4073,murtad,murtad
4074,murub,menyala
4075,murucut,muncrut
4076,muruhpuy,tidak padat
4077,muruk,wuruk
4078,murukukung,kembung
4079,murus,muncrut
4080,muruy,bercermin pd permukaan air
4081,musabab,sabab
4082,musafir ar,musafir
4083,musanip ar,keterangan
4084,musapir,musafir
4085,musawarah,musyawarah
4086,musibah,kesulitan
4087,musibat,"musibat, musibah"
4088,"musieum, musium",museum
4089,musik,musik
4090,musim,musim
4091,musing,pusing
4092,muskil,muskil
4093,muslihat,muslihat
4094,muslimat,perempuan muslim
4095,musna,hilang
4096,musola,tempat salat (bukan masjid)
4097,musrik,musyrik
4098,mustahik,yang berhak menerima zakat
4099,"mustail, mustahil",mustahil
4100,mustajab,mustajab
4101,mustaka,puncak menara
4102,mustaki,kemenyan arab
4103,mustakim,mustakim
4104,mustamal,cai mustamal
4105,"mustapa, mustopa",gelar nabi besar muhammad saw
4106,mustari,nama planet yupiter
4107,mustika,mestika
4108,musuh,musuh
4109,musung,pamustungan
4110,musung,sanglir
4111,mutalaah,mutalaah
4112,mutasar,mukhtasar
4113,mute,mute sejenis manik-manik
4114,mutiara,mutiara
4115,mutiktrik,perut kembung karena kenyang (banyak) makan
4116,mutlak,mutlak
4117,mutmainah,ketenangan batin karena sudah makrifat kpd allah swt
4118,mutu,alat utk menghaluskan sambal
4119,muyudun,"murung karena susah, sakit"
4120,muyuntud,kusut (bulu ayam yang sakit)
4121,na,kependekan dr naha
4122,naas,sial (tt waktu): hari yang -
4123,nadar,nazar
4124,nadran,ziarah ke kuburan (biasanya sambil menebarkan bunga-bungaan)
4125,nagara,negara
4126,nagasari,nama tumbuh-tumbuhan sb petai cina
4127,nagrak,tanah kering dan gersang
4128,nagri,negeri
4129,naha,mengapa
4130,"nahaon, naon",apa
4131,naheun bubu pahareup-hare,saling berhutang sampai kagok utk menagih
4132,najan,walaupun
4133,naker,amat
4134,nakleuk,berduyun-duyun
4135,naktak mundak,mengerjakan pekerjaan kasar
4136,naktu,nilai huruf sunda (jawa) berupa angkata utk mengetahui baik-buruknya perkawinan
4137,nalaktak,nakal
4138,nalangsa,sedih
4139,nalendra,baginda
4140,nalika,waktu
4141,"nam, man",kata utk pergi
4142,nambleg,persis
4143,nami,nama
4144,nampuyak,lembek spt nangkata busuk yang jatuh di tanah
4145,"namung, mung",hanya
4146,"nandang, nandangan",mengalami
4147,nandangan,sedang dilanda gandrung
4148,nanggerang,tempat yang tinggi (pegunungan)
4149,nanggung bugang,ditinggal mati oleh adik dan kakak
4150,nanging,tapi
4151,nangkoda,nakhoda
4152,nangkorek,tempat di lembah sebaliknya dr nanggerang
4153,nangna-nengne,dinangna-nengne
4154,nangtawing,terjal
4155,nangunjar,sambil duduk menjulurkan kedua kaki
4156,nanjung,mujur
4157,naon,apa
4158,napsi-napsi,(ber)nafsi-nafsi
4159,narah,tidak mau
4160,naratayan,berjatuhan sepanjang jalan
4161,naroknok,baru tumbuh
4162,nastini,hati-hati
4163,"nata, raja","hak penuh, 100%, sarat mutlak, syarat yang tidak boleh tidak harus dipenuhi"
4164,natrat,jelas
4165,nauhneur,montok
4166,nawing,nangtawing
4167,nayaga,penabuh gamelan
4168,nayeum,nanayeumeun
4169,neba,berserakan
4170,nedeng,sedang
4171,negla,tampak jelas (pemandangan dilihat dr atas)
4172,negrak,mudah terlihat (barang
4173,neja,maksud
4174,nembres,jelas terlihat oleh umum
4175,nemprak,"menebarkan di atas tanah, air (daun teratai dsb)"
4176,nendeng,menandingi
4177,neneh,tambahan karena sayang: ucen - dr husen
4178,neneng,nama panggilan kpd anak perempuan dr golongan menengaha
4179,nenggang,berjauhan dgn yang lain
4180,nenggel,telak
4181,nengterewelang,membantah terus-menerus dgn ucapan
4182,nengtereweleng,bandel
4183,nengtet,menyembul sedikit
4184,nepong,membonceng (tanpa membayar)
4185,nerag,kasar
4186,netra,mata
4187,neut,kata bangun (udang)
4188,neuteuli,dendam
4189,newo-newo,mengganggu (yang bekerja): mun kolot keur digawe
4190,ngababakan,mendirikan daerah atau kampung baru
4191,ngabadegakeun,memperlakukan spt pd badega (pembantu)
4192,ngabaekeun,menganggap enteng
4193,ngabajeg,memotong urat antara tumit dan buah betis
4194,ngabaketrak,teuas ngabaketrak
4195,ngabandaleut,beriringan (panjang sekali)
4196,ngabangkeung,hilang keseimbangann hingga tak dapat berdiri tegak seperti yg pusing
4197,ngabebegigan,menakut-nakuti
4198,ngabebeskeun,mencelakakan
4199,ngabeledug,meledak sambil menimbulkan suara
4200,ngabelegedeg,berdiri tinggi besar
4201,ngabibira,"menakut-nakuti (agar tak jadi, tak kembali lagi)"
4202,ngabigeug,diam
4203,ngaborogod,membelenggu
4204,ngabrangbrangkeun pikir,berusaha menentramkan pikiran agar terlupa gala kesulitan dan kesusahan
4205,ngabrigbrig,lari-lari anjing
4206,ngabubuhan,"berombongan (gajah, serigala, dsb)"
4207,ngabuburit,jalan-jalan menunggu waktu sore
4208,ngabudeg,tidak berbicara
4209,ngabuih,bercakap terus tanpa berhenti
4210,ngabungbang,tidak tidur sernalam sutk
4211,ngaburiai,keluar dr dl tanah (air)
4212,ngaburujul,membajak tanah darat
4213,ngadalak,mendatangi orang utk mendarat
4214,ngadalingding,tercium bau harum (agak lama terciumnya)
4215,ngadangkal,menyengaja (menyediakan waktu utk mengerjakan sesuatu)
4216,ngadoni,menceritakan kekesalan hati kpd orang lain yang kiranya dapat menghibur (at menolong)
4217,ngadupak,menyenggol
4218,ngaduruk,membakar
4219,ngaeh,tidak henti-hentinya meminta sebelum dikabulkan
4220,ngageuyeunggeung,sakit terus-menerus
4221,ngahampura,memaafkan
4222,ngahanca,memulai menggarap sesuatu pekerjaan
4223,ngahangkeutkeun,meningkatkan
4224,ngaharegung,merintih agak keras karena sakit
4225,ngaharep,mengharap
4226,ngahariring,berdendang
4227,ngaharu-biru,menghalangi orang lain /menggaggu
4228,ngahatean,memberi hati
4229,ngahegak,termengap-mengap
4230,ngahelar,arak-arakan
4231,ngaherang,melek
4232,ngahileudan,menghalani niat orang lain
4233,ngahilian,menukar
4234,ngahiras,kehidupan
4235,ngahurup,beramai-ramai
4236,ngajangkari,ada sisanya
4237,ngalagena,mengandung vokal a pd suku kata: pa-ja-ja-ran-ga-la-ta-ma dst
4238,ngalalana,berkelana
4239,ngalamuk,tampak samar-samar di kejauhan spt gunung dsb
4240,ngalanteg,tumbuh sangat banyak di satu tempat
4241,ngalap hate,mengambil hati
4242,ngalempreh,terbaring tanpa bergerak (orang yang sakit payah)
4243,ngaley,meleleh
4244,ngalindur,mengigau
4245,ngalowong,melompong
4246,ngamonyah-monyah,menghambur-hamburkan uang (harta)
4247,ngampar,berbenah utk tidur
4248,"ngampihan, ngampihkeun",memasukkan binatang ke kandang
4249,ngan,hanya
4250,ngandel,percaya
4251,ngandung hate,berniat membalas karena sakit hati
4252,ngangah,terbukata (mulut)
4253,nganggit,mengubah lagu
4254,nganggut-manggut,mengangguk tanda hormat
4255,ngangkarawak,sobek besar
4256,ngangkaung,menangis sambil meraung-raung
4257,ngangken,menerima
4258,ngangkerang,mengundang
4259,ngangkrak,sukata bertengkar (anakanak)
4260,ngangkrang,berani memaki-maki suami
4261,ngangkruk,tak makan karena sangat miskin
4262,ngangles,menolak
4263,ngangluh,murung
4264,ngangres,pilu
4265,ngangsed,maju
4266,ngangsel,mengganjal
4267,ngangsitken,mengerjakan dengan cepat
4268,nganjang,bertamu
4269,nganteubkeun,menekankan
4270,nganti,menunggu
4271,ngaos,ngaji
4272,ngaraja dewek,memerintah negara menllrut kehendak hatinya saja
4273,ngaran,nama
4274,ngarangkay koja,pd permulaan baik
4275,ngarangna cibeas,orang yang pernah di sakiti
4276,ngaray,menjemur padi
4277,ngarugal-rigel,mengatur barang
4278,ngasakojengkang,hanya sekejap mata
4279,ngaseuk,menugal
4280,ngati-ngati,mengancam
4281,ngawahan,mengambil ancang-ancang
4282,ngawangun,membangun
4283,ngawarah,mengajar
4284,ngawayuh,beristri banyak
4285,ngawengkang,membidik
4286,ngawewelingan,memberi peringatan
4287,ngawuluku,membajak
4288,ngayuga,menyebabkan
4289,ngebrak,terang sekali
4290,ngeceblek,berceloteh
4291,ngecrek,hujan terus-menerus
4292,ngehkeh,batuk terus-terusan
4293,ngelak,berbunyi
4294,ngeleyed,tampak pendiam padahal nakal
4295,ngemploh,rimbun (berdaun banyak)
4296,ngempray,ngebrak
4297,ngempur,bercahaya
4298,ngendat,"panjang serta lurus (garis, jalan)"
4299,ngendong,menginap
4300,ngenes,sakit hati
4301,ngengkreng,"suara, bunyi yang tinggi nadanya"
4302,ngentab,panas hati (karena marah)
4303,ngepruy,hujan yang spt abu halus yang terbawa angin
4304,ngeres,terasa kasar (spt ada pasir)
4305,ngeret,mengerip (spt tikus)
4306,ngerewih,berceloteh
4307,ngetrek,bekerja sedikit demi sedikit dan tekun
4308,ngetrik,berjalan perlahan-lahan
4309,ngeunah,enak
4310,ngeungkeuy,ngaleut
4311,ngeuyeumbeu,mengalir sangat lambat (air)
4312,ngewa,benci
4313,ngiangkeun,memberangkatkan
4314,ngibing,menari
4315,ngider,berkeliling kampung
4316,ngijih,musim hujan
4317,ngikintil,turut serta pada orang lain
4318,ngirabkeun buuk,mmengubah-ubah atau menyibakkan rambut
4319,ngiras,merangkap dua jabatan
4320,ngiruhan cai,membuat keruh pada air
4321,ngisat diri,mengurangi makanan dan minuman utk mencapa suatu tujuan atau cita-cita
4322,ngoceak,menjerit
4323,ngocoblok,berceloteh
4324,ngocok,mengocok
4325,ngocomang,ngocoblok
4326,ngocor,mengalir
4327,ngocoy,keluar air lendir di hidung
4328,ngodeder,memakai kain tanpa ikat pinggang
4329,ngodek,"melepaskan barang kecil dgn kuku, ujung pisau dsb"
4330,ngodok,memasukan tangan ke dalam saku
4331,ngoer ngoerkeun,menggeser barang kecil dgn kaki
4332,ngoet,mencakar
4333,ngohkoh,batuk terus-terusan
4334,ngohkoh,batuk terus-terusan
4335,ngohngor,tonggos (tt gigi depan yang atas)
4336,ngojay,berenang
4337,ngojayan,merenangi
4338,ngojengkan,"melintas, berlalu dgn cepat"
4339,ngojot,"mandek, tidak lancar"
4340,ngokoh,makan nasi dicampur masakan berkuah dgn tangan
4341,ngokok,diam saja di rumah
4342,ngokolakeun,mengola bahan
4343,ngokop,merasa lebih segala hal d orang lain
4344,ngoleang,melayang
4345,ngolear,berlalu
4346,ngolebat,kelihatan sejenak
4347,ngolembar,muncul di atas air (ikan yang mabuk)
4348,ngolesed,menyingkir perlahan-lahan
4349,ngoletrak,tidak ada airnya
4350,ngolong,lewat di bawah usungan jenazah
4351,ngolosod,turun perlahan-lahan
4352,ngolotan,tambah usia
4353,ngolotkeun,"memasak (dodol, wajik, dsb)"
4354,ngoloyong,berjalan terhuyung-huyung spt orang mabuk
4355,"ngomboan, ngamboan",berganti suara (laki-laki yang meningkat remaja)
4356,ngomean,memperbaiki
4357,ngompes,memeriksa tersangkata pada tingkat pertama
4358,ngompetkeun,melipatkan daun pisang supaya ringkas
4359,ngompod,sikap penakut
4360,ngoncrang,suara terang
4361,ngong,kata utk mulai menyanyi: - tembang
4362,ngongkled,menggendong terus menerus
4363,ngopepang,"segala diraba, dipegang (spt orang yang hanyut)"
4364,ngora,muda
4365,ngorobokan,mendahului orang yang berhak
4366,ngorok,spt mendengkur (orang yang sekarat)
4367,ngosom,bercerita tak jelas karena mulutnya berisi makanan
4368,ngoyok,mandi lama (di dlm air)
4369,ngreng,besar
4370,ngubek,mengacau
4371,ngulampreng,lewat
4372,ngulang-ngulang,menggoyang-goyangkan
4373,ngulayaban,mencari barang yang sangat dibutuhkan ke sana ke mari
4374,ngulet,sukata bangun siang
4375,ngulinken,mepermainkan
4376,nguluwut,murung
4377,ngumbara,mengembara
4378,ngunek-ngunek,dendam
4379,ngunggahkeun,mendatangi dengan maksud jahat
4380,ngungkaban,mebuka-buka
4381,ngungun,sedih
4382,nguntup,sanggup menguasai
4383,nguntuy,memilih
4384,ngupama,menghormati
4385,ngured,menjerat
4386,ngusik-ngusik,mengganggu
4387,nguyang,mencari makanan (padi
4388,nguyung,tidak gembira
4389,nila,biru tua
4390,nimu luang tina burang,mendapat pengalaman krn pernah mendapat kecelakaan
4391,ningnang,janggal
4392,nini,nenek
4393,nirca,nista
4394,nisakara,saniskara
4395,nista,hina
4396,niti,ilmu kenegaraan
4397,nodomang,menjangkau sambil merangkak
4398,nogtrog,bandel
4399,nohonan,memenuhi
4400,nokang,medapat untung dr dua pihak
4401,nombro,diserang penyakit sehingga tak berdaya
4402,nomnoman,yang muda-muda
4403,nomor buncit,nomor terakhir
4404,nonggerak,"tak terendam air, tertimbun tanah"
4405,nonghol,menjenguk
4406,nongnong,nonong
4407,nongtoreng,sangat panas (hari)
4408,nonob,panonoban
4409,nonoman,pemuda
4410,norostos,lancar berbicara
4411,noyek,penuh sesak
4412,noyod,"berjalan tanpa melihat ke kiri, ke kanan"
4413,nu,yang
4414,nugraha,ganjaran
4415,nuhun,terima kasih
4416,nuju,menuju
4417,nujuh bulan tingkep,selamatan dan upacara hamil
4418,numpi,"mengurung diri (tidak keluar dr rumah, kamar)"
4419,nundutan,mengantuk
4420,nurut buat,spt yang membuatnya
4421,nusud,lari meninggalkan suami
4422,"nya, enya",betul
4423,nyaah,sayang
4424,nyabak,meraba
4425,nyabok,menampar
4426,nyacag,mencincang
4427,nyacaka,membungkus diri menjadi kepompong
4428,nyacas,tampak jelas
4429,nyacat,berjalan kaki
4430,nyaho,tahu
4431,nyakclak,ngeclak
4432,nyaksrak,menyebar
4433,nyakutukeun,nyamakan
4434,nyaliara,menyebar kemana-mana
4435,nyalindang keun samping,menaruh kain pada bahu
4436,nyalingit,sakit perut
4437,nyalisib,mengenai sasaran tapi tidak telak
4438,nyambirat,muncrat
4439,nyambuang,menguap lalu baunya menyebar ke mana-mana
4440,nyamos,melesat
4441,"nyamu, sipat nyamu",barang-barang tekstil
4442,nyamur,menyamar
4443,nyana,tahu
4444,nyanda,bersandar kpd tumpukan bantal sambil menjulurkan kedua kaki
